sessionid,medium,campaign,session_start_time,log_in_status,session_with_order,memberid,member_tier,eventaction,tstamp,pagetype,page_order,page_order_desc,page_view_in_minutes,page_duration,p_personal_care,p_skincare,p_cosmetics,p_health_care,p_body_hair_care,p_sport,p_men,p_other,p_derma,p_watsons_brand,p_bulk_buy,b_personal_care,b_skincare,b_cosmetics,b_health_care,b_body_hair_care,b_sport,b_men,b_other,b_derma,b_watsons_brand,b_bulk_buy
AF8D62E5A2C42A5755FD6FA27DC83C1F.twpfa123n,organic,NULL,2/7/20 22:00,N,N,anonymous,anonymous,Pageview,00:00.0,Category,1,1,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00DC9D0078BEB7E5B8EACAC9C90330B4.twpfa31n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,01:00.0,Homepage,2,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00DC9D0078BEB7E5B8EACAC9C90330B4.twpfa31n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,01:00.0,Category,1,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00DC9D0078BEB7E5B8EACAC9C90330B4.twpfa31n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,02:00.0,Other,3,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
00DC9D0078BEB7E5B8EACAC9C90330B4.twpfa31n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,02:00.0,Other,4,1,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,01:00.0,Homepage,1,11,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,02:00.0,Category,2,9,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,02:00.0,Category,3,8,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,02:00.0,Category,4,10,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,03:00.0,Category,5,4,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,03:00.0,Category,6,5,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,03:00.0,Category,7,6,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,03:00.0,Category,8,7,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,04:00.0,Category,9,3,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,05:00.0,Category,10,2,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
B571F4F4AF0B7D913FE6CC7D60124401.twpfa44n,organic,NULL,2/7/20 22:01,N,N,anonymous,anonymous,Pageview,05:00.0,Category,11,1,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
BFB6F03FCBDAF75D737F04B0EC39CD2E.twpfa39n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,02:00.0,Category,2,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
BFB6F03FCBDAF75D737F04B0EC39CD2E.twpfa39n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,02:00.0,Category,1,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
BFB6F03FCBDAF75D737F04B0EC39CD2E.twpfa39n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,03:00.0,Category,3,2,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
BFB6F03FCBDAF75D737F04B0EC39CD2E.twpfa39n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,03:00.0,Category,4,3,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
BFB6F03FCBDAF75D737F04B0EC39CD2E.twpfa39n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,03:00.0,Product,5,1,3,20,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
E4DBEB268806C730FE3069A39280BD06.twpfa113n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,02:00.0,Category,1,3,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
E4DBEB268806C730FE3069A39280BD06.twpfa113n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,02:00.0,Category,2,4,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
E4DBEB268806C730FE3069A39280BD06.twpfa113n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,03:00.0,Product,3,1,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
E4DBEB268806C730FE3069A39280BD06.twpfa113n,organic,NULL,2/7/20 22:02,N,N,anonymous,anonymous,Pageview,03:00.0,Other,4,2,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,03:00.0,Category,1,7,1,60,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,04:00.0,Category,3,5,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,04:00.0,SearchResult,2,6,2,30,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,05:00.0,Category,5,3,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,05:00.0,Product,4,2,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,05:00.0,SearchResult,6,1,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
24E22EC3BAAF958738C6CEAC3688A22B.twpfa128n,organic,NULL,2/7/20 22:03,N,N,anonymous,anonymous,Pageview,05:00.0,Product,7,4,4,15,N,N,N,N,N,N,N,N,N,N,N,N,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,03:00.0,Category,1,82,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,03:00.0,Homepage,2,81,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,04:00.0,Category,3,80,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,05:00.0,Category,4,79,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,06:00.0,Category,5,78,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,07:00.0,Product,6,77,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,08:00.0,Category,7,76,1,240,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,12:00.0,Category,8,75,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,13:00.0,Category,9,74,1,120,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,15:00.0,Product,10,73,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,15:00.0,Category,11,72,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,16:00.0,Category,12,71,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Cart,13,70,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Category,14,69,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Category,15,68,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Category,16,67,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Cart,17,66,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,17:00.0,Category,18,65,6,10,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Category,20,64,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Category,19,58,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Product,21,63,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Product,22,62,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Category,23,61,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Product,24,60,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,18:00.0,Cart,25,59,7,8.571428571,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,19:00.0,Cart,26,56,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,19:00.0,Other,27,57,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,20:00.0,Other,28,54,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,20:00.0,Register,29,53,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,20:00.0,Register,30,55,3,20,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,21:00.0,Other,31,52,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,21:00.0,Register,32,49,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,21:00.0,Other,33,50,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,21:00.0,Other,34,51,4,15,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,24:00.0,Register,35,48,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,36,44,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,37,45,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,38,46,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,39,47,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,40,43,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,41,40,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,42,41,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,25:00.0,Other,43,42,8,7.5,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,27:00.0,Other,45,37,5,12,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,27:00.0,Cart,44,36,5,12,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,27:00.0,Homepage,46,38,5,12,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,27:00.0,Other,47,39,5,12,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,27:00.0,Other,48,35,5,12,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,28:00.0,Product,49,33,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,28:00.0,Product,50,34,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,29:00.0,Product,51,32,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,30:00.0,Product,52,31,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,30:00.0,Category,53,30,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,31:00.0,Category,54,29,1,180,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,34:00.0,Product,55,28,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,35:00.0,Product,57,26,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,35:00.0,Cart,56,27,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,36:00.0,Cart,58,25,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,36:00.0,Category,59,24,2,30,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
36F8E4535E527710A0D17634CBDE5D52.twpfa46n,organic,NULL,2/7/20 22:03,Y,N,8.8118E+17,eshopper,Pageview,38:00.0,Cart,60,23,1,60,N,N,N,N,N,N,N,N,N,N,N,Y,N,Y,N,N,N,N,N,N,N,N
